"","x"
"11074","MANHATTAN MEDICAL HEALTH ASSOCIATES PC"
"11075","MANHATTAN MEDICAL HEALTHCARE PC"
"11076","MANHATTAN MEDICAL HIP REPLACEMENT PC"
"11077","MANHATTAN MEDICAL IMAGING, PC"
"11078","MANHATTAN MEDICAL PHYSICIAN PLLC"
"11079","MANHATTAN MEDICAL PRACTICE"
"11080","MANHATTAN MEDICAL PROFESSIONAL SERVICES PC"
"11081","MANHATTAN MEDICAL SUITE, PC"
"11082","MANHATTAN MEDICAL SUPPLIES"
"11083","MANHATTAN MEDICAL, P.C."
"11084","MANHATTAN MENTAL HEALTH COUNSELING SERVICES, PLLC"
"11085","MANHATTAN MENTAL HEALTH COUNSELING, LLC"
"11086","MANHATTAN MINIMALLY INVASIVE AND BARIATRIC SURGERY, P.C."
"11087","MANHATTAN MYOFUNCTIONAL THERAPY, LLC"
"11088","MANHATTAN NEPHROLOGY AND CRITICAL CARE PLLC"
"11089","MANHATTAN NEUROSURGERY PC"
"11090","MANHATTAN NEUROSURGICAL ASSOC, PC"
"11091","MANHATTAN NEUROSURGICAL ASSOCIATES"
"11092","MANHATTAN OB/GYN SURGICAL SUITES"
"11093","MANHATTAN OBGYN, PC"
"11094","MANHATTAN OCULOFACIAL PLASTIC SURGERY, PC"
"11095","MANHATTAN OFFICE BASED SURGERY PC"
"11096","MANHATTAN OPTIMAL MEDICAL WELLNESS, PLLC"
"11097","MANHATTAN OPTOMETRY AND OPHTHALMIC DISPENSING PLLC"
"11098","MANHATTAN ORAL FACIAL SURGERY LLC"
"11099","MANHATTAN ORTHOPAEDICS, P.C."
"11100","MANHATTAN ORTHOPEDIC & SPORTS MEDICINE GROUP, P.C"
"11101","MANHATTAN ORTHOPEDIC SPINE PLLC"
"11102","MANHATTAN ORTHOPEDICS & SPORTS MEDICINE, GROUP, P.C."
"11103","MANHATTAN ORTHROPAEDIC CARE"
"11104","MANHATTAN PAIN MANAGEMENT & REHABILITATION, PC"
"11105","MANHATTAN PAIN MANAGEMENT & SPORTS MEDICINE"
"11106","MANHATTAN PAIN MEDICINE, PLLC"
"11107","MANHATTAN PEDIATRIC ASSOCIATES PC"
"11108","MANHATTAN PEDIATRIC ASSOCIATES, PC"
"11109","MANHATTAN PEDIATRICS ASSOCIATES"
"11110","MANHATTAN PEDIATRICS, PC"
"11111","MANHATTAN PERIODONTICS PC"
"11112","MANHATTAN PHYSICAL MEDICINE & REHABILITATION LLP"
"11113","MANHATTAN PHYSICAL THERAPY AND OCCUPATIONAL THERAPY GROUP, PLLC"
"11114","MANHATTAN PHYSICAL THERAPY PLLC"
"11115","MANHATTAN PHYSIO GROUP LLC"
"11116","MANHATTAN PLASTIC SURGERY PLLC"
"11117","MANHATTAN PODIATRY ASSOCIATES PC"
"11118","MANHATTAN PODIATRY, PLLC"
"11119","MANHATTAN PSYCHIATRIC ASSOCIATES, PLLC"
"11120","MANHATTAN PSYCHIATRIC CENTER"
"11121","MANHATTAN PSYCHIATRIC SERVICE PLLC"
"11122","MANHATTAN PSYCHOLOGICAL ASSOCIATE, P.C."
"11123","MANHATTAN PSYCHOLOGICAL PLLC"
"11124","MANHATTAN PSYCHOLOGICAL SERVICES"
"11125","MANHATTAN PSYCHOLOGY GROUP, PC"
"11126","MANHATTAN PULMONARY & INTERNAL MEDICINE PC"
"11127","MANHATTAN PULMONARY ASSOCIATES"
"11128","MANHATTAN QUALITY PODIATRY PC"
"11129","MANHATTAN RECONSTRUCTIVE SURGERY PC"
"11130","MANHATTAN REHAB PHYSICAL THERAPY, P.C."
"11131","MANHATTAN REHABILITATION MANAGEMENT LLC"
"11132","MANHATTAN REHABILITATION SERVICES"
"11133","MANHATTAN RELATIONSHIP COUNSELING AND PSYCHOTHERAPY"
"11134","MANHATTAN REPRODUCTIVE MEDICINE"
"11135","MANHATTAN RX LLC"
"11136","MANHATTAN SLEEP MEDICINE AND NEUROLOGY CONSULTANT, PC"
"11137","MANHATTAN SPEECH WORKS"
"11138","MANHATTAN SPINE AND PAIN MGMT PLLC"
"11139","MANHATTAN SURGICAL ASSOCIATES LLP"
"11140","MANHATTAN SURGICAL MANAGEMENT"
"11141","MANHATTAN SURGICAL SUPPLY AND BRACE, LLC"
"11142","MANHATTAN TOTAL HEALTH AND GENERAL MEDICINE, PC"
"11143","MANHATTAN TOTAL HEALTH AND MEDICAL FITNESS, PC"
"11144","MANHATTAN TOTAL HEALTH AND PHYSICAL MEDICINE, PC"
"11145","MANHATTAN VETERANS AFFAIRS"
"11146","MANHATTAN VISION ASSOCIATES"
"11147","MANHATTAN WELLNESS MEDICAL CARE PLLC"
"11148","MANHATTAN WELLNESS MEDICAL CARE, PLLC"
"11149","MANHATTAN WELLOCITY LLC"
"11150","MANHATTAN WEST MEDICAL, P.C."
"11151","MANHATTAN WEST SIDE MEDICAL, PLLC"
"11152","MANHATTAN WOMEN'S IMAGING, P.C."
"11153","MANHATTAN'S PHYSICIAN GROUP"
"11154","MANHATTANVILLE SBV LLC"
"11155","MANIPAL DRUGS INC"
"11156","MANN DENTAL PC"
"11157","MANNINGS 8TH AVE INC"
"11158","MANNINGS PHARMACY CORPORATION"
"11159","MANNIX FAMILY MARKET @ FOREST AND RICHMOND AVE LLC"
"11160","MANNYRX INC"
"11161","MANOOCHER NAJAFI DDS PC"
"11162","MANOR DENTAL OF STATEN ISLAND PC"
"11163","MANOR ROAD PHYSICAL THERAPY PC"
"11164","MANUAL APPROACH PHYSICAL THERAPY PC"
"11165","MANUAL PHYSICAL THERAPY AND NURSING CARE, PT AND RN, PLLC"
"11166","MANUAL PHYSICAL THERAPY, PC"
"11167","MANUAL THERAPY CENTER"
"11168","MANUIHAR PHARMACY INC"
"11169","MANZANA PATIENT PRODUCTS LLC"
"11170","MAO CHANG VISION CENTER"
"11171","MAOWS PHYSICIAN PC"
"11172","MAPLE OPERATIONS LLC"
"11173","MAR AT HOME OCCUPATIONAL THERAPY SERVICES PC"
"11174","MAR CO DENTAL PC"
"11175","MAR OPTICAL INC."
"11176","MARABI HOME CARE AGENCY"
"11177","MARAT CHAIKHOUTDINOV, MEDICAL P.C."
"11178","MARATHON HEALTH CARE CORP"
"11179","MARATHON INFANTS & TODDLERS"
"11180","MARATHON MEDICAL, P.C."
"11181","MARATHON NURSE PRACTITIONER IN ADULT HEALTH, PC"
"11182","MARBLE HILL DENTAL OFFICE, PC"
"11183","MARBLE HILL PHARMACY CORP."
"11184","MARC A. BRENNER"
"11185","MARC ANTOINE REYNOLDS ALERTE PHYSICIANS PC"
"11186","MARC EVERETT MD P.C."
"11187","MARC M SILVERMAN MD PC"
"11188","MARC S ENGELBERT MD PLLC"
"11189","MARC SIEGEL MD LLC"
"11190","MARC SPERO MD PLLC"
"11191","MARC VITAL-HERNE PHYSICIAN,P.C"
"11192","MARC XAVIER BOWEN, PC"
"11193","MARC XAVIER BOWEN, PHYSICIAN P.C."
"11194","MARCEL TUCHMAN MD PC"
"11195","MARCELLO SARRICA P.T., P.C."
"11196","MARCIA M. MORGAN, M.D.P.C."
"11197","MARCIA ROSEN, PH.D.,PC"
"11198","MARCO DRUGS INC"
"11199","MARCO T HERNANDEZ PHYSICIAN PC"
"11200","MARCUS & SAMBERG MDS PC"
"11201","MARCUS GARVEY RESIDENTIAL REHAB PAVILION"
"11202","MARCUS H LOO MD LLC"
"11203","MARCY PHARMACY INC"
"11204","MARCY PHARMACY INC."
"11205","MARG PHARMACY"
"11206","MARG PHARMACY, INC."
"11207","MARGARET A SULLIVAN MD"
"11208","MARGARET C. VAUGHAN MFT PHD"
"11209","MARGARET TIETZ NURSING AND REHABILITATION CENTER"
"11210","MARGARET ULTRA HOME CARE INC."
"11211","MARGO COZZOLI & ASSOCIATE INC."
"11212","MARGRET ULTRA HOME CARE"
"11213","MARIA ALEXANDRA BELLA NUTRITION LLC"
"11214","MARIA BUNAG MEDICAL, P.C."
"11215","MARIA C. JAVIER O.T., P.C."
"11216","MARIA CABODEVILLA-CONN, MD, PC"
"11217","MARIA CIECHORSKA PHYSICIAN PC"
"11218","MARIA I. BETANCOURT MD PLLC"
"11219","MARIA L FERNANDO MD PC"
"11220","MARIA LUCY DUFF DDS, P.C."
"11221","MARIA PAZ DUABAN MD PC"
"11222","MARIA TRUNCALI LLC"
"11223","MARIA TULPAN ENDOCRINOLOGY"
"11224","MARIA Y FRIEDMAN LCSW PC"
"11225","MARIA-CHRISTINA BICHAY, LCSW"
"11226","MARIANNA'S PHARMACY COPR"
"11227","MARIANNE LANTS DPM, P.C."
"11228","MARIANNE MEDICAL SERVICES"
"11229","MARIE BEAUREGARD-WEISS, LCSW,PC"
"11230","MARIE FRANCES J. SCHMIDT, MD P.C."
"11231","MARIE FRANCO MD PC"
"11232","MARIE L. VARTOLO M.D.P.C."
"11233","MARIE LAURA LEON M.D P.C"
"11234","MARIE LAUTATO CCC SLP , PC"
"11235","MARIE PENSE CENTER"
"11236","MARIE PULINI MD PC"
"11237","MARIE ROTHSCHILD LCSW PLLC"
"11238","MARIE S JEAN"
"11239","MARIEL CHLOE PRACTICE LLC"
"11240","MARIKA MOLNAR PHYSICAL THERAPY P.C."
"11241","MARILYN M. JACKSON, M.D., M.P.H., PLLC"
"11242","MARINA AMBULETTE SERVICES, INC."
"11243","MARINA ARTIOUKHINA MEDICAL PC"
"11244","MARINA DENTAL PC"
"11245","MARINA DIAGNOSTIC LAB LLP"
"11246","MARINA GAFANOVICH MD PC"
"11247","MARINA HOME CARE SERVICES, INC"
"11248","MARINA HOSPICE OF NJ INC"
"11249","MARINA IDTF OF NJ INC."
"11250","MARINA J. FEYGIN MEDICAL P.C."
"11251","MARINA KIPNIS DDS. PC"
"11252","MARINA PATENT PTPC"
"11253","MARINA PERLOV RADIOLOGY PC"
"11254","MARINA PERLOVA MEDICAL PC"
"11255","MARINA SENIOR CENTER INC"
"11256","MARINA TINOVSKY, SLP. PC"
"11257","MARINA ZABEZHANSKAYA MD., PC."
"11258","MARINA'S SPEECH ISLAND SLP, PC"
"11259","MARINE PARK RADIOLOGY PC"
"11260","MARINE PHARMACY INC"
"11261","MARINO PHARMACY INC"
"11262","MARIO B CASTILLO MD PC"
"11263","MARIO E INTRONA,DC,PC"
"11264","MARIO N GENOVESE DPM, PC"
"11265","MARIO TUCHMAN ORAL & MAXILLOFACIAL SURGERY PPLC"
"11266","MARIO VOLOSHIN DPM PC"
"11267","MARISA DADAMO PHYSICAL THERAPY PLLC"
"11268","MARIYA BRAYLOVSKAYA DDS, PC"
"11269","MARIYAM ABBASI"
"11270","MARJORIE MCDONALD"
"11271","MARK A. STEELE, MD, PC"
"11272","MARK B. LEW, MD, LLC"
"11273","MARK C HOMONOFF MD PLLC"
"11274","MARK C LEE DDS PLLC"
"11275","MARK D. FROMER, M.D., P.C."
"11276","MARK D. HOROWITZ MD PC"
"11277","MARK DAH JEN LEE SURGERY PC"
"11278","MARK DRAKOS MD PLLC"
"11279","MARK DURSZTMAN MD PLLC"
"11280","MARK E PRUZANSKY MD PC"
"11281","MARK E. PRUZANSKY, MD, PC"
"11282","MARK ELLIOTT HUPART DOCTOR OF PODIATRIC MEDICINE LLC"
"11283","MARK FROMER, LLC"
"11284","MARK FROMER, MD PC"
"11285","MARK GVENTER DPM, PC"
"11286","MARK H GARDENSWARTZ, MD PL"
"11287","MARK H SCHWARTZ MD PC"
"11288","MARK H. KROTOWSKI, M.D.,PC"
"11289","MARK HEYLIGERS DC PLLC"
"11290","MARK INC."
"11291","MARK J GROSS DDS & ANDREW S KAPLAN DMD PTR"
"11292","MARK K. BRYANT"
"11293","MARK KOSER MD PC"
"11294","MARK L. MEYER, MD, PLLC"
"11295","MARK LANDSMAN DPM PC"
"11296","MARK MANKOFF, MD PC"
"11297","MARK MORANO DPM PC"
"11298","MARK NOVICK MD PC"
"11299","MARK O'CONNELL, LCSW, LLC"
"11300","MARK P BELL DPM"
"11301","MARK P. FINGER, MD, PC"
"11302","MARK P. GOLD, M.D., P.C."
"11303","MARK R. HERZOG, D.D.S., P.C."
"11304","MARK RUSSELL MD PC"
"11305","MARK S. MCMAHON M.D. PC"
"11306","MARK SICHEL & CINDY KASOVITZ SICHEL, INC."
"11307","MARK STEMPLER, D.P.M."
"11308","MARK STEMPLER, D.P.M., P.C."
"11309","MARK T DOLLAR, M.D., P.C."
"11310","MARK ZELNICK INC"
"11311","MARK ZIMMERMANN, LCSW, PLLC"
"11312","MARKO PHYSICAL THERAPY PLLC"
"11313","MARKOVA LMSW P.C."
"11314","MARLBORO DRUG CO INC"
"11315","MARLBORO TRANSPORTATION"
"11316","MARLENE CHARLES MD PC"
"11317","MARLO FELDMAN OT, P.C."
"11318","MARLON LAYNE INC"
"11319","MARMUR DERMATOLOGY AND CARDIOLOGY, PLLC"
"11320","MAROBANLCSW PC"
"11321","MARPAL DRUG"
"11322","MARRACCINI & CRISPINO PODIATRIC LLP"
"11323","MARSHA H. LEVY-WARREN, PH.D, PSYCHOLOGIST, P.C."
"11324","MARSHALL S SKOPP DMD PC"
"11325","MARTHA ANTHONY, MD, P.C."
"11326","MARTIN A POSNER, MD AND STEVEN M GREEN, MD PC"
"11327","MARTIN A. MILLER, D.D.S., P.C."
"11328","MARTIN BANDLER MD, PC"
"11329","MARTIN BARANDES M D P C"
"11330","MARTIN BIENENSTOCK"
"11331","MARTIN G. STEIN M.D., P.C."
"11332","MARTIN H. KLAHR, M.D., PLLC"
"11333","MARTIN HURWITZ MD PC"
"11334","MARTIN JOEL HECHT"
"11335","MARTIN L. LEIB MD PC"
"11336","MARTIN LUTHER KING ADDICTIVE DISEASE SERVICES"
"11337","MARTIN M FEUER MD PC"
"11338","MARTIN MAN DMD"
"11339","MARTIN MOSKOWITZ"
"11340","MARTIN NYDICK, P.C."
"11341","MARTIN PROFESSIONAL"
"11342","MARTIN SABESAN"
"11343","MARTIN SLAVIN PHYSICIANS P.C."
"11344","MARTIN SSILVER DDS PC"
"11345","MARTIN TESHER MDPC"
"11346","MARTON CARE INC."
"11347","MARTY'S PHARMACY"
"11348","MARUF-ZAMAN MEDICAL CARE PLLC"
"11349","MARVIN A NIERENBERG, M.D.,P.C."
"11350","MARVIN MORDKOFF MD PC"
"11351","MARVIN MOY MD PC"
"11352","MARVIN SHABUS DDS"
"11353","MARVINBROMBERGPC"
"11354","MARY A. NASSODDS & ELEANOR J. OLSEN DDS,PC"
"11355","MARY ALICE ORITO PSYCHOTHERAPY LICENSED CLINICAL SOCIAL WORK PLLC"
"11356","MARY AMATYA"
"11357","MARY CARE LLC"
"11358","MARY CONNOLLY LMSW PC"
"11359","MARY DACIERNO SPEECH LANGUAGE PATHOLOGIST PC"
"11360","MARY E GENKINS DSW LCSW PC"
"11361","MARY KOLLAKUZHIYIL"
"11362","MARY MANNING WALSH HOME"
"11363","MARY MANNING WALSH NURSING HOME CO INC"
"11364","MARY MARIE'S MISSION"
"11365","MARY WILSON PHYSICIAN PC"
"11366","MARY Z AWAD MD PC"
"11367","MARYAM EDALAT D.D.S., PC"
"11368","MARYELLYN DUANE,PSYCHOLOGISTP.C."
"11369","MASEFIELD & CAVALLARO PHYSICAL THERAPY PC"
"11370","MASEFIELD&CAVALLARO PHYSICAL THERAPY PC"
"11371","MASON RX INC"
"11372","MASOOD KHATAMEE, M.D., P.C."
"11373","MASOOM REHAB MEDICAL OFFICE PC"
"11374","MASSIMO DEGIARDE, M.D.,P.C."
"11375","MASSIMO DEGIARDE, MDPC"
"11376","MASTER AND MARGARITA"
"11377","MASTER CARE INC."
"11378","MASTER'S DIAGNOSTIC MEDICAL CARE PC"
"11379","MATARASSO SURGICAL"
"11380","MATAYBO MEDICAL PLLC"
"11381","MATERNAL FETAL MEDICINE ASSOCIATES, PC"
"11382","MATERNAL FETAL MEDICINE ASSOCIATES, PLLC"
"11383","MATHIEU FRANCOIS MD, PC"
"11384","MATILDA ABIOLA REHAB CARE LLC"
"11385","MATLAND PHARMACY CORP"
"11386","MATT LUNDQUIST"
"11387","MATT-MED SUPPLIES, INC."
"11388","MATTHEW B. QUAN, M.D., P.C."
"11389","MATTHEW BELLAFIORE DDS PC"
"11390","MATTHEW BUCHALTER"
"11391","MATTHEW H. ORNSTEIN, MD, PC"
"11392","MATTHEW LEE DDS PC"
"11393","MATTHEW W. BARKOFF"
"11394","MATTHEW W. SHAWL, MD PC"
"11395","MATTIA PHYSICAL THERAPY AND REHABILITATION, LLC"
"11396","MAURA E PEDROSO LLC"
"11397","MAUREEN OPTICAL INC"
"11398","MAUREEN RAYSON MIDWIFERY, PC"
"11399","MAURICE BEER"
"11400","MAURICE GOLBERG, ALAN MINTZ, LARRY DOVER DDS, PC"
"11401","MAURICE M KHOSH MD PC"
"11402","MAURICE MOSSERI MD PC"
"11403","MAURICE PHARMACY INC"
"11404","MAVENCARE (NY) INC."
"11405","MAVROS TRANSPORTATION INC"
"11406","MAX HEALTH CARE MEDICAL PC"
"11407","MAX MEDICAL SUPPLY INC."
"11408","MAX MEDICAL, PLLC"
"11409","MAX PIERRE FRANCOIS, MD, PC"
"11410","MAXAID INC."
"11411","MAXANA CORP."
"11412","MAXCARE LLC"
"11413","MAXEM MEDICAL, PC"
"11414","MAXI-CARE PHARMACY INC"
"11415","MAXIDENT DENTAL CARE P.C."
"11416","MAXILLOFACIAL SURGERY OF NY PC"
"11417","MAXILLOFACIAL SURGERY ON PARK PC"
"11418","MAXILLOFACIAL SURGICAL ARTS OF MANHATTAN, PC"
"11419","MAXIM KREDITOR MD PC"
"11420","MAXIMEYES OPTICAL INC."
"11421","MAXIMUM RELIEF PT, P.C."
"11422","MAXIMUM THERAPEUTICS INC"
"11423","MAXIMUS TECHNOLOGY"
"11424","MAXINE L. GANN PSYCHOLOGIST, P.C."
"11425","MAXWELL 21 MEDICAL, PC"
"11426","MAXWELL 58 MEDICAL PC"
"11427","MAXWELL MADISON MEDICAL, PC"
"11428","MAXWELL MEDICAL HEALTH, PC"
"11429","MAXWELL MEDICAL IMAGING, PC"
"11430","MAXWELL MEDICAL PC"
"11431","MAXWELL MIDTOWN MEDICAL, PC"
"11432","MAXWELL PHARMACY INC"
"11433","MAY HEALTHY KIDS PEDIATRIC, P.C"
"11434","MAYA E KUNOFSKY NP PSYCHIATRY PC"
"11435","MAYA KUN MEDICAL P.C."
"11436","MAYFLOWER MEDICAL SUPPLIES COMPANY, INC."
"11437","MAYFLOWER SENIOR CENTER"
"11438","MAYNARD ORTHOPEDICS, PLLC"
"11439","MAYSHAMAR AMBULETTE SERVICES"
"11440","MAZAL PHYSICAL THERAPY P.C."
"11441","MAZEN O KAMEN, M.D. P.C."
"11442","MAZLIN & SHAW, M.D.'S PC"
"11443","MAZUROV MEDICAL PC"
"11444","MB CLINICIANS"
"11445","MBBERENBERG PSYCHOLOGICAL SERVICES, P.C."
"11446","MBG PHARMACY CORP"
"11447","MBS LTD"
"11448","MC E & J INSPIRATION"
"11449","MC MEDICAL PC"
"11450","MCCARTON FOUNDATION FOR DEVELOPMENTAL DISABILITIES"
"11451","MCDONALD PHARMACY INC"
"11452","MCGRAW PHARMACY INC"
"11453","MCM MEDICAL CARE PC"
"11454","MCMAHON CHIROPRACTIC LLC"
"11455","MCNYC"
"11456","MDA DENTAL GROUP"
"11457","MDA MANAGEMENT INC"
"11458","MDA OPTICAL LAB CORPORATION"
"11459","MDESIMONE PSYCHOTHERAPY SERVICES LCSW PLLC"
"11460","MDJ CHIROPRACTIC PC"
"11461","MDS OPTOMETRY AND OPHTHALMIC DISPENSING PLLC"
"11462","MDX SOLUTIONS GROUP INC"
"11463","MDZRX, CORP"
"11464","MEALS ON WHEELS OF SI, INC."
"11465","MEANINGFUL BEGINNINGS, INC"
"11466","MECHELLE K. SMITH CONSULTING INCORPORATED"
"11467","MED CARE CONSULTANTS"
"11468","MED GROUP LLC"
"11469","MED TECH INC."
"11470","MED-CAL PHARMACY"
"11471","MED-CARE PROSTHESIS & MEDICAL SUPPLIES"
"11472","MED-RX INC"
"11473","MEDACURE INC."
"11474","MEDALLIANCE MEDICAL HEALTH SERVICES INC"
"11475","MEDAREX INC."
"11476","MEDASOURCE, INC"
"11477","MEDCARE HEALTH INC"
"11478","MEDCARE, LLC"
"11479","MEDCENA ADVANCED HEALTH CARE PC"
"11480","MEDCOR INC."
"11481","MEDECAL CARE KANEVSKY PC"
"11482","MEDEX PHARMACY, INC"
"11483","MEDFIN CONSULTANT LLC"
"11484","MEDFIRST INC"
"11485","MEDFIRST INC AMBULETTE SERVICES"
"11486","MEDI-CHOICE PHARMA INC"
"11487","MEDIC EAST CORP"
"11488","MEDIC EAST II CORP"
"11489","MEDICAL ALLIANCE OF NEW JERSEY PC"
"11490","MEDICAL AND SURGICAL EYESITE PC"
"11491","MEDICAL ARTS CENTER"
"11492","MEDICAL ARTS CHEMISTS"
"11493","MEDICAL ARTS PC"
"11494","MEDICAL ASSOCIATE OF WALL STREET, P.C."
"11495","MEDICAL ASSOCIATES EAST PLLC"
"11496","MEDICAL ASSOCIATES OF MANHATTAN, PC"
"11497","MEDICAL ASSOCIATES OF METROPOLITAN NEW YORK P C"
"11498","MEDICAL ASSOCIATES OF WOODHULL PC"
"11499","MEDICAL CARE 4 YOU, P.C."
"11500","MEDICAL CARE 4 YOU.P.C."
"11501","MEDICAL CARE FOR ALL PC"
"11502","MEDICAL CARE OF BROOKLYN PLLC"
"11503","MEDICAL CARE OF KINGSBOROUGH PC"
"11504","MEDICAL CARE PLLC"
"11505","MEDICAL CENTER PHARMACY, INC."
"11506","MEDICAL CONSORTIUM INC"
"11507","MEDICAL DIAGNOSTIC NEPHROLOGY, PC"
"11508","MEDICAL DIAGNOSTIC OF BROOKLYN PLLC"
"11509","MEDICAL DIAGNOSTICS OF NEW YORK PC"
"11510","MEDICAL DIRECTOR SERVICES PC"
"11511","MEDICAL EQUIPMENT REPAIRS & DISTRIBUTION"
"11512","MEDICAL EXPRESS AMBULANCE CORP."
"11513","MEDICAL EYE CARE, P.C."
"11514","MEDICAL EYECARE PC"
"11515","MEDICAL FIRST NEW YORK, P.C."
"11516","MEDICAL GROUP OF MANHATTAN, PC"
"11517","MEDICAL HANDLING, CORP"
"11518","MEDICAL HEALTH CARE SERVICES P.C."
"11519","MEDICAL HEALTH PRACTITIONER SERVICES PLLC"
"11520","MEDICAL IMAGING OF MANHATTAN,LLC"
"11521","MEDICAL IMAGING OF NEW YORK PC"
"11522","MEDICAL LOGISTICS,INC."
"11523","MEDICAL MANAGEMENT UNITED"
"11524","MEDICAL MASSAGE OF MANHATTAN"
"11525","MEDICAL NETWORK SERVICES PC"
"11526","MEDICAL OFFICE OF DR PAUL J MATHIEU PC"
"11527","MEDICAL OFFICE OF DR PAUL MATHIEU PC"
"11528","MEDICAL OFFICE OF MANHATTAN"
"11529","MEDICAL OFFICE P.C."
"11530","MEDICAL OFFICES OF FREDERICK AST, PLLC"
"11531","MEDICAL OFFICES OF MANHATTAN"
"11532","MEDICAL ONE NEW YORK P.C."
"11533","MEDICAL ONE NEW YORK, PC"
"11534","MEDICAL OUTPATIENT REHAB GWB"
"11535","MEDICAL PLAZA OF BORO PARK PC"
"11536","MEDICAL PRACTICE ASSOCIATES PLLC"
"11537","MEDICAL PRACTICE NY PC"
"11538","MEDICAL PRACTICE OF JEAN-FRANCOIS & LAROCHE, PC"
"11539","MEDICAL PRACTICE OF WILFRID HERARD, P.C."
"11540","MEDICAL PRACTICE SOLUTIONS"
"11541","MEDICAL RECORDS RETRIEVAL INC"
"11542","MEDICAL REMEDIES PC"
"11543","MEDICAL RENAL ASSOCIATES PC"
"11544","MEDICAL SERVICE OF ST VINCENT'S HOSPITAL &MEDICAL CENTER, P.C."
"11545","MEDICAL SERVICE PRACTICE"
"11546","MEDICAL SERVICES OF PARK AVENUE, PLLC"
"11547","MEDICAL SME NY, P.C."
"11548","MEDICAL SUPPLY SPECIALISTS"
"11549","MEDICAL THERAPY OF NEW YORK, PLLC"
"11550","MEDICAL WOUND MANAGEMENT SERVICES PC"
"11551","MEDICARE SUPPLIES PLUS"
"11552","MEDICASAFE, INC."
"11553","MEDICHECK GROUP INC.,"
"11554","MEDICINE AND REHABILITATION SERVICE PC"
"11555","MEDICINE ASSOCIATES AT LICH"
"11556","MEDICINE DEPOT INC"
"11557","MEDICINE OF TOMMROW PC"
"11558","MEDICINE PLAZA INC"
"11559","MEDICINE SUPER STORE PHARMACY INC."
"11560","MEDICOM LLC"
"11561","MEDIEXPRESS PHARMACY CORP"
"11562","MEDIKIDS PEDIATRICS MEDICINE II PLLC"
"11563","MEDIKON LLC"
"11564","MEDILANE PHARMACY CORP"
"11565","MEDINA FITNESS & REHAB, P.T. P.C."
"11566","MEDINA PHARMACY INC"
"11567","MEDINOVA PHYSICIANS PLLC"
"11568","MEDIQUIP PRODUCTS CORP."
"11569","MEDISPA ONE NY PLAZA LLC"
"11570","MEDIX LABS INC"
"11571","MEDPACK LLC"
"11572","MEDPHARM DRUG AND TRADING INC"
"11573","MEDPLAZA OPTICAL INC"
"11574","MEDPRO DEVELOPMENT"
"11575","MEDPRO HOMECARE AGENCY, INC"
"11576","MEDPRO HOMECARE AGENCY, INC."
"11577","MEDPRO PHARMACY LLC"
"11578","MEDREVIEW"
"11579","MEDRITE MEDICAL CARE PC"
"11580","MEDS DIRECT RX OF NY, LLC"
"11581","MEDS4DAYS PHARMACY INC"
"11582","MEDS4YOU PHARMACY INC."
"11583","MEDSBYME, INC."
"11584","MEDSONIC, INC."
"11585","MEDSPECT NUCLEAR IMAGING"
"11586","MEDSRUS PHARMACY, INC"
"11587","MEDSTAR AMBULETTE INC.,"
"11588","MEDSTAR SURGICAL EQUIPMENTS"
"11589","MEDSTAT MEDICAL, PLLC"
"11590","MEDTOWN PHARMACY, INC."
"11591","MEDTRANS BLACK CAR SERVICE CORP"
"11592","MEDVIEW MEDICAL MANAGEMENT"
"11593","MEDWAY PHARMACY INCORPORATED"
"11594","MEDWELL WOMENS MEDICAL SERVICES PLLC"
"11595","MEEYAPILLAI K. ZAWAHIR, M.D., P.C."
"11596","MEGA AID PHARMACY I INC"
"11597","MEGA AID PHARMACY II INC"
"11598","MEGA AID PHARMACY INC."
"11599","MEGA MEDICAL CONSALTANTS PC"
"11600","MEGA PHARMACY LLC"
"11601","MEGA VISION 2000, INC."
"11602","MEGA VISION CENTER, INC"
"11603","MEGA VISION OF BROOKLYN"
"11604","MEGA VISION OPTOMETRY AND OPHTHALMIC DISPENSING PLLC"
"11605","MEGAN SORRENINO INC"
"11606","MEGAN WOLF NUTRITION, LLC"
"11607","MEGUMI OMONISHI, PH.D., PSYCHOLOGIST, PLLC"
"11608","MEIK MEDICAL EQUIPMENT AND SUPPLY, LLC"
"11609","MEIRA SCHIPPER, O.D. PLLC"
"11610","MEISSNER CHIROPRACTIC, PLLC"
"11611","MEL QUALITY CARE SERVICE INC."
"11612","MEL'S QUALITY CARE SERVICE INC."
"11613","MELAINIE ROGERS NUTRITION LLC"
"11614","MELANIE SUCHET, PH.D, PSYCHOLOGIST P.C."
"11615","MELBOURNE CHEMISTS INC."
"11616","MELBRAN DRUGS INC"
"11617","MELINDA MINGUS MD PLLC"
"11618","MELISSA A. DOFT MD PLLC"
"11619","MELISSA ADAMS"
"11620","MELISSA BORRERO MD, PLLC"
"11621","MELISSA M CHAN, PLLC"
"11622","MELLA LIMO SERVICES LLC"
"11623","MELLAU PHARMACY"
"11624","MELODY ADULT DAY CARE CENTER, INC"
"11625","MELODY CASTRO"
"11626","MELOE & GOW PT PLLC"
"11627","MELROSE PHYSICAL THERAPY P.C."
"11628","MELROSE SHIPLEY URGENT CARE PLLC"
"11629","MELVIN H PEARSON, DDS, PC"
"11630","MELVIN JAY ROTHBERGER MD,LLC"
